adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/81e1bWzOEmIzWONUxCCY35CVa6R.jpg,,2500000,"Western , Drama",,24748,tt0057163,en,Hud,"Hud Bannon is a ruthless young man who tarnishes everything and everyone he touches. Hud represents the perfect embodiment of alienated youth, out for kicks with no regard for the consequences. There is bitter conflict between the callous Hud and his stern and highly principled father, Homer. Hud's nephew Lon admires Hud's cheating ways, though he soon becomes too aware of Hud's reckless amorality to bear him anymore. In the world of the takers and the taken, Hud is a winner. He's a cheat, but, he explains, ""I always say the law was meant to be interpreted in a lenient manner.""",11.56,/A168bF52vmAIGkC2Qafj7M2EmaE.jpg,Paramount,United States of America,1963-05-28,10000000,112,English,Released,The man with the barbed-wire soul.,Hud,False,7.27,233
False,/cMsLVAG6I2DdFR9krJh1oy0MH1q.jpg,,65000000,"Action , Adventure , Comedy",,9292,tt0102070,en,Hudson Hawk,"Eddie Hawkins, called Hudson Hawk has just been released from ten years of prison and is planning to spend the rest of his life honestly. But then the crazy Mayflower couple blackmail him to steal some of the works of Leonardo da Vinci. If he refuses, they threaten to kill his friend Tommy.",18.013,/g1FJLGg9TaCzgjCmTJmONGIhTar.jpg,"TriStar Pictures , Silver Pictures",United States of America,1991-05-23,17218080,100,"English , Italiano",Released,Danger is his middle name.,Hudson Hawk,False,5.661,824
False,/phWZP5FESItyhQcqk6sWz35nUtP.jpg,,60000000,"Drama , History",http://www.sully-movie.com/#home,363676,tt3263904,en,Sully,"On 15 January 2009, the world witnessed the 'Miracle on the Hudson' when Captain 'Sully' Sullenberger glided his disabled plane onto the Hudson River, saving the lives of all 155 souls aboard. However, even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill, an investigation was unfolding that threatened to destroy his reputation and career.",38.568,/r09ivJ1GGh5WArqRViRYDQLrTVG.jpg,"Malpaso Productions , Warner Bros. Pictures , The Kennedy/Marshall Company , FilmNation Entertainment , RatPac Entertainment , Flashlight Films",United States of America,2016-09-07,240797623,96,English,Released,The Untold Story Behind the Miracle on the Hudson.,Sully,False,7.158,6244
False,/gXo423uIRgBOsfQrrqJfVVcySif.jpg,,25000000,"Comedy , Drama",,11934,tt0110074,en,The Hudsucker Proxy,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,14.423,/yWKm4yzRU4hokkbYCJ34vwVwb9R.jpg,"Warner Bros. Pictures , PolyGram Filmed Entertainment , Silver Pictures , Working Title Films , PolyGram Filmproduktion","Germany , United Kingdom , United States of America",1994-03-11,2800000,111,English,Released,They took him for a fall guy... but he threw them for a hoop.,The Hudsucker Proxy,False,7.08,840
False,/9cGSFGZVVLsrnbs0AFPDh6X2ynl.jpg,Inside Out Collection,175000000,"Animation , Family , Adventure , Drama , Comedy",http://movies.disney.com/inside-out,150540,tt2096673,en,Inside Out,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",178.367,/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,"Walt Disney Pictures , Pixar",United States of America,2015-06-09,857611174,95,English,Released,Meet the little voices inside your head.,Inside Out,False,7.928,18320
False,/h7AKqgIh86HDgJIzENeR2ng1Knn.jpg,,200000000,"Action , Adventure , Drama",http://robinhoodthemovie.com,20662,tt0955308,en,Robin Hood,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",49.958,/9NS5QGOfck24yL3bZqWeW06PgPC.jpg,"Imagine Entertainment , Scott Free Productions , Relativity Media","United Kingdom , United States of America",2010-05-12,321669741,140,"English , Français , Український",Released,"Rise and rise again, until lambs become lions.",Robin Hood,False,6.387,3965
False,/adXWkeY7LFxIZF5nhXCcVqlfY8c.jpg,,2000000,Documentary,http://www.natgeotv.com/int/miracle-landing-on-the-hudson,256423,tt3067436,en,Miracle Landing on the Hudson,"In 2009, just two minutes into US Airways flight 1549, a flock of birds struck the plane taking out both engines. With no power, the Captain decided to attempt the near impossible - to land it in New York's Hudson River.",4.463,/ik3dURAHeiOsqajuek8WHksLKcN.jpg,"RAW , Black Hangar Studios",United States of America,2014-06-01,0,90,English,Released,,Miracle Landing on the Hudson,False,7.2,6
False,/rso4EOEWdKBiew4TGeeiJAlpkB8.jpg,,2500000,"Action , Adventure , Western , Fantasy",http://www.sixgunsavior.com,397204,tt2027215,en,Six Gun Savior,"When Lane McCrae confronts the outlaw that murdered his family, the battle leaves him fatally wounded. He is visited by the Devil, who offers him a deal that would save the lives of both he and his brother, but instead makes him a bounty hunter for Hell replacing his predecessor. When Zathera, the embodiment of death, walks the earth, it's up to Lane, Hawk and their team, to stop her before she wipes out humanity. They are not the only ones hunting Zathera though - there are others who want to reach Zathera first, for plans of their own!",3.708,/8VvqvXoRpHuc6UKBx0ww4xX6p9G.jpg,"StayTunedTV , Cohort Films",United States of America,2016-07-05,0,100,,Released,The road to hell is paved with good intentions.,Six Gun Savior,False,5.8,5
False,/qQGHkmLWPcMGkKws78pFh14SzUo.jpg,,44000000,"Drama , History , Romance",,8095,tt0056937,en,Cleopatra,"Determined to hold on to the throne, Cleopatra seduces the Roman emperor Julius Caesar. When Caesar is murdered, she redirects her attentions to his general, Marc Antony, who vows to take power—but Caesar’s successor has other plans.",34.292,/bj7rUGUewofA9cpHt1h36gvDFfy.jpg,"20th Century Fox , MCL Films S.A. , Walwa Films S.A.","United States of America , United Kingdom , Switzerland",1963-06-12,71000000,248,English,Released,The motion picture the world has been waiting for!,Cleopatra,False,7.062,570
False,/mFhE21AsMJoLuuQWUkc6B4fhMrT.jpg,,1600000,Drama,,98632,tt0068920,en,Antony and Cleopatra,"Adaptation of Shakespeare's Antony and Cleopatra, a historical drama that attempts to bring an epic visual style to the Bard's original stage play. The story concerns Marc Antony's attempts to rule Rome while maintaining a relationship with the queen of Egypt (Hildegarde Neil), which began while Antony was still married. Now he is being forced to marry the sister of his Roman co-leader, and soon the conflict leads to war.",6.544,/yrXWX1kMzoD9cCVae0iy4nl5Erq.jpg,"The Rank Organisation , Ízaro Films , Folio Films , Transac","Spain , Switzerland , United Kingdom",1972-03-18,0,138,English,Released,,Antony and Cleopatra,False,5.1,11
False,/wMPWUDvNqO1OKmsfF7DMgnHXmpE.jpg,,4000000,"Comedy , Mystery , Romance",,4808,tt0056923,en,Charade,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines. But why does Peter keep changing his name?",16.052,/69b2DSbFmtZMfHMSLp4pCC0D8V2.jpg,"Universal Pictures , Stanley Donen Films",United States of America,1963-12-05,13475000,113,"English , Français , Deutsch , Italiano",Released,Is anyone really who they seem to be?,Charade,False,7.705,1087
False,/bfccQmQWNFQYRv4PHgCnjDu7PXn.jpg,,41000000,"Music , Drama",https://www.uphe.com/movies/8-mile,65,tt0298203,en,8 Mile,"For Jimmy Smith, Jr., life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene, Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule, legends are born and every moment… is another chance.",57.864,/7BmQj8qE1FLuLTf7Xjf9sdIHzoa.jpg,"Imagine Entertainment , Mikona Productions GmbH & Co. KG","Germany , United States of America",2002-11-08,242875078,111,English,Released,Every Moment Is Another Chance,8 Mile,False,7.115,6124
False,/1Gbh8QPXXI1oC7VofnGRjDcNvEb.jpg,,50000000,"Thriller , Science Fiction , Mystery",,37686,tt1650062,en,Super 8,"In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.",57.563,/sytFL6ALMAesKZoarlp7bIDKnns.jpg,"Paramount , Amblin Entertainment , Bad Robot , K/O Camera Toys",United States of America,2011-06-08,260095986,112,English,Released,It Arrives.,Super 8,False,6.748,5863
False,/6wk02v6BlVNiq9AhEBKA4XLKN8L.jpg,,8000000,"Comedy , Thriller , Mystery",,1958,tt0283832,fr,8 femmes,"Eight women gather to celebrate Christmas in a snowbound cottage, only to find the family patriarch dead with a knife in his back. Trapped in the house, every woman becomes a suspect, each having her own motive and secret.",13.01,/bJu4Gm7NQb2woPiIovrPD5jNWzf.jpg,"France 2 Cinéma , Fidélité Productions , Le Studio Canal+ , CNC , Gimages 5 , Mars Films","France , Italy",2002-02-06,0,111,"English , Français",Released,Living in a house full of women can be murder,8 Women,False,6.986,808
False,,,5000000,"TV Movie , Action , Thriller",,37971,tt0381980,en,Bet Your Life,"A man makes a bet in Las Vegas with some men who want to kill him. He bets he can stay alive for 24 hours, then comes to Cleveland to elude them.",2.871,/5x4B04aeM6FreEKlGYp1hrZ4XfB.jpg,Silver Pictures,,2004-08-02,0,120,Deutsch,Released,,Bet Your Life,False,5.0,10
False,/8dTSFt9gbUu3n6vXq4weP6Fv4aI.jpg,,1500000,"Drama , Thriller , TV Movie",,695323,tt10814308,en,Killer Prom,"After losing her mom in an accident, a teen and her father welcome a distant cousin named Sienna into their household. Hoping to claim the family as her own, the psychopathic Sienna hatches a devious plan to recreate the prom she never experienced.",3.657,/8jZ3pXqrCg8GTnvXKLmVKc46IrZ.jpg,"Lifetime , Reel One Entertainment , NB Thrilling Films 6",Canada,2020-04-19,0,85,English,Released,,Killer Prom,False,5.7,13
False,,,600,Documentary,http://www.youcanhealyourlifemovie.com/,115685,tt1277154,de,You Can Heal Your Life,"In this film, you meet the woman who wakes up every day and proclaims her love for everyone and everything in her path, the woman who popularized “affirmations,” the woman who shakes hands with presidents, dignitaries, celebrities, and who always has an affectionate hug for fans who run up to her at a public appearance or Hay House event to thank her for “saving my life.” And when she embraces them, she’ll insist, “It wasn’t me. It was you.”",1.476,/1zyJ6eZhFwDKuVYrlNfEVyxfzon.jpg,,,2007-12-01,0,87,English,Released,,You Can Heal Your Life,False,7.9,6
False,/fdT6k9n6P2hBDbvUK00KmZAHl6n.jpg,,500000,"Action , Adventure , Comedy , Drama , Romance",,22511,tt0298656,en,Haggard,"After Ryan breaks up Glauren for cheating on him, she is rumored to have been hooking up with heavy metal Hellboy. Ryan enlists the help of his friends Valo and Falcone to find out the truth.",3.718,/5EcmZd3ZjTzc4zjiIAS7uSINXvq.jpg,Adio Entertainment,"Canada , United States of America",2003-06-24,0,96,English,Released,We're going on a mission tonight. we're breakin into glauren's house!,Haggard,False,5.7,25
False,/wMWI3X5uEg24s8XR7OYwId5SUKk.jpg,,5900000,Drama,,12169,tt0926759,fr,Le Premier Jour du reste de ta vie,A sprawling drama centered on five key days in a family's life.,7.982,/w6pi0wqfNnwbCWc98jW3opwl0dF.jpg,"France 2 Cinéma , Canal+ , StudioCanal , TPS Star , Mandarin Film",France,2008-07-23,13200000,114,Français,Released,This family is your family,The First Day of the Rest of Your Life,False,7.475,406
False,/xYA4iSU2mKoDu72CzOjcfKwHC7Y.jpg,,8000000,"Comedy , Music , Romance , Drama",,198277,tt1980929,en,Begin Again,"Gretta, a budding songwriter, finds herself alone after her boyfriend Dave ditches her. Her life gains purpose when Dan, a record label executive, notices her talent.",20.029,/qx4HXHXt528hS4rwePZbZo20xqZ.jpg,"Likely Story , Apatow Productions , Exclusive Media , Sycamore Pictures , Black Label Media",United States of America,2013-09-07,63464861,104,English,Released,You're only as strong as your next move.,Begin Again,False,7.253,3358
False,/acloCJG7yIvM8M8lh6GuuohlGJR.jpg,,80000000,"Horror , Thriller , Fantasy , Mystery",,11618,tt0171363,en,The Haunting,Dr. David Marrow invites three distinct individuals to the eerie and isolated Hill House to be subjects for a sleep disorder study. The unfortunate guests discover that Marrow is far more interested in the sinister mansion itself — and they soon see the true nature of its horror.,22.003,/dU07NZikdFAA5cK63yyHfy07uS4.jpg,"DreamWorks Pictures , Roth-Arnold Productions",United States of America,1999-07-23,91188905,113,English,Released,Some houses are born bad.,The Haunting,False,5.409,1141
False,/uxQW0C3TkbasUJbShlFTnvaaZP4.jpg,The Haunting in Connecticut Collection,10000000,"Thriller , Horror",,18781,tt0492044,en,The Haunting in Connecticut,"When the Campbell family moves to upstate Connecticut, they soon learn that their charming Victorian home has a disturbing history: not only was the house a transformed funeral parlor where inconceivable acts occurred, but the owner's clairvoyant son Jonah served as a demonic messenger, providing a gateway for spiritual entities to crossover.",20.761,/dTfL0YbTa7S59vZYmWbk6UofHkI.jpg,"Lionsgate , Gold Circle Films , Integrated Films",United States of America,2009-03-27,77527732,102,English,Released,Some things cannot be explained.,The Haunting in Connecticut,False,6.2,946
False,,,500000,Horror,,610394,tt10195614,en,The Haunting of La Llorona,"The screams of the children echo throughout the night as a violent reminder of a demon of the past. La Llorona, a paranormal force has returned and seeks the blood of the innocent, proving that the legend is real.",19.958,/ogpb8E4tNc9TJ6YxuCnueOeoICW.jpg,"Sterling Entertainment , Cineridge Entertainment",United States of America,2019-05-17,0,71,English,Released,,The Haunting of La Llorona,False,5.6,5
